e, e_dot, e_int, stamp, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
-0.9351576946163357, 0.0, -0.18703153892326713, 69946000000, 
