odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
6.154398624163647e-05, -1.0001127193146997e-06, 2.3381262345059508e-06, 2.6513830285048088e-06, -6.330139632893188e-08, 0.03243214685122287, 0.06268384139774666, 0.0006147653679979895, 70014000000, 
