odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
5.378282245920073e-05, -9.920800094597047e-07, -3.1399973569493387, 2.3386996732656115e-06, -7.525171117125601e-08, 0.025997986910041456, 0.07438232641979559, -3.139481141104245, 161144000000, 
5.372793603745589e-05, -9.921215878222526e-07, -3.139997347055031, 1.6307515866941376e-06, -8.176978274886314e-08, 0.02477192187982481, 0.08369178775469353, -3.1407676629899877, 161518000000, 
